     Time                caller                       callee          
 330.777802      inaro.wallpaper-2281     => surfaceflinger           
 330.788116      inaro.wallpaper-2281     => surfaceflinger           
 330.801239      inaro.wallpaper-2281     => surfaceflinger           
 330.811584      inaro.wallpaper-2281     => surfaceflinger           
 330.827362      inaro.wallpaper-2281     => surfaceflinger           
 330.837982      inaro.wallpaper-2281     => surfaceflinger           
 330.853760      inaro.wallpaper-2281     => surfaceflinger           
 330.864227      inaro.wallpaper-2281     => surfaceflinger           
 330.881378      inaro.wallpaper-2281     => surfaceflinger           
 330.891785      inaro.wallpaper-2281     => surfaceflinger           
 330.907623      inaro.wallpaper-2281     => surfaceflinger           
 330.918335      inaro.wallpaper-2281     => surfaceflinger           
 330.937561      inaro.wallpaper-2281     => surfaceflinger           
 330.948059      inaro.wallpaper-2281     => surfaceflinger           
 330.964020      inaro.wallpaper-2281     => surfaceflinger           
 330.974396      inaro.wallpaper-2281     => surfaceflinger           
 330.990112      inaro.wallpaper-2281     => surfaceflinger           
 331.000519      inaro.wallpaper-2281     => surfaceflinger           
 331.016388      inaro.wallpaper-2281     => surfaceflinger           
 331.026794      inaro.wallpaper-2281     => surfaceflinger           
 331.046265      inaro.wallpaper-2281     => surfaceflinger           
 331.056824      inaro.wallpaper-2281     => surfaceflinger           
 331.072632      inaro.wallpaper-2281     => surfaceflinger           
 331.083344      inaro.wallpaper-2281     => surfaceflinger           
 331.099030      inaro.wallpaper-2281     => surfaceflinger           
 331.110077      inaro.wallpaper-2281     => surfaceflinger           
 331.122345      inaro.wallpaper-2281     => surfaceflinger           
 331.133179      inaro.wallpaper-2281     => surfaceflinger           
 331.146942      inaro.wallpaper-2281     => surfaceflinger           
 331.157684      inaro.wallpaper-2281     => surfaceflinger           
 331.172852      inaro.wallpaper-2281     => surfaceflinger           
 331.183228      inaro.wallpaper-2281     => surfaceflinger           
 331.202332      inaro.wallpaper-2281     => surfaceflinger           
 331.212860      inaro.wallpaper-2281     => surfaceflinger           
 331.228638      inaro.wallpaper-2281     => surfaceflinger           
 331.238922      inaro.wallpaper-2281     => surfaceflinger           
 331.257996      inaro.wallpaper-2281     => surfaceflinger           
 331.268372      inaro.wallpaper-2281     => surfaceflinger           
 331.284363      inaro.wallpaper-2281     => surfaceflinger           
 331.294830      inaro.wallpaper-2281     => surfaceflinger           
 331.310120      inaro.wallpaper-2281     => surfaceflinger           
 331.320526      inaro.wallpaper-2281     => surfaceflinger           
 332.328918      inaro.wallpaper-2281     => surfaceflinger           
 332.338684      inaro.wallpaper-2281     => surfaceflinger           
 332.357605      inaro.wallpaper-2281     => surfaceflinger           
 332.367371      inaro.wallpaper-2281     => surfaceflinger           
 332.383118      inaro.wallpaper-2281     => surfaceflinger           
 332.392853      inaro.wallpaper-2281     => surfaceflinger           
 332.408661      inaro.wallpaper-2281     => surfaceflinger           
 332.418427      inaro.wallpaper-2281     => surfaceflinger           
 332.434387      inaro.wallpaper-2281     => surfaceflinger           
 332.444183      inaro.wallpaper-2281     => surfaceflinger           
 332.457886      inaro.wallpaper-2281     => surfaceflinger           
 332.467773      inaro.wallpaper-2281     => surfaceflinger           
 332.483521      inaro.wallpaper-2281     => surfaceflinger           
 332.493530      inaro.wallpaper-2281     => surfaceflinger           
 332.509216      inaro.wallpaper-2281     => surfaceflinger           
 332.519440      inaro.wallpaper-2281     => surfaceflinger           
 332.538574      inaro.wallpaper-2281     => surfaceflinger           
 332.548584      inaro.wallpaper-2281     => surfaceflinger           
 332.564270      inaro.wallpaper-2281     => surfaceflinger           
 332.574249      inaro.wallpaper-2281     => surfaceflinger           
 332.593414      inaro.wallpaper-2281     => surfaceflinger           
 332.603607      inaro.wallpaper-2281     => surfaceflinger           
 332.618286      inaro.wallpaper-2281     => surfaceflinger           
 332.628693      inaro.wallpaper-2281     => surfaceflinger           
 332.647827      inaro.wallpaper-2281     => surfaceflinger           
 332.658112      inaro.wallpaper-2281     => surfaceflinger           
 332.673798      inaro.wallpaper-2281     => surfaceflinger           
 332.683929      inaro.wallpaper-2281     => surfaceflinger           
 332.703064      inaro.wallpaper-2281     => surfaceflinger           
 332.713348      inaro.wallpaper-2281     => surfaceflinger           
 332.729004      inaro.wallpaper-2281     => surfaceflinger           
 332.739075      inaro.wallpaper-2281     => surfaceflinger           
 332.758331      inaro.wallpaper-2281     => surfaceflinger           
 332.768555      inaro.wallpaper-2281     => surfaceflinger           
 332.784973      inaro.wallpaper-2281     => surfaceflinger           
 332.795593      inaro.wallpaper-2281     => surfaceflinger           
 332.811340      inaro.wallpaper-2281     => surfaceflinger           
 332.822052      inaro.wallpaper-2281     => surfaceflinger           
 332.837860      inaro.wallpaper-2281     => surfaceflinger           
 332.848114      inaro.wallpaper-2281     => surfaceflinger           
 332.865662      inaro.wallpaper-2281     => surfaceflinger           
 332.876007      inaro.wallpaper-2281     => surfaceflinger           
 332.893738      inaro.wallpaper-2281     => surfaceflinger           
 332.904083      inaro.wallpaper-2281     => surfaceflinger           
 332.918091      inaro.wallpaper-2281     => surfaceflinger           
 332.928558      inaro.wallpaper-2281     => surfaceflinger           
 332.946106      inaro.wallpaper-2281     => surfaceflinger           
 332.956421      inaro.wallpaper-2281     => surfaceflinger           
 332.977203      inaro.wallpaper-2281     => surfaceflinger           
 332.987732      inaro.wallpaper-2281     => surfaceflinger           
 333.008392      inaro.wallpaper-2281     => surfaceflinger           
 333.018860      inaro.wallpaper-2281     => surfaceflinger           
 333.039551      inaro.wallpaper-2281     => surfaceflinger           
 333.049927      inaro.wallpaper-2281     => surfaceflinger           
 333.067902      inaro.wallpaper-2281     => surfaceflinger           
 333.078400      inaro.wallpaper-2281     => surfaceflinger           
 333.096069      inaro.wallpaper-2281     => surfaceflinger           
 333.107147      inaro.wallpaper-2281     => surfaceflinger           
 333.124451      inaro.wallpaper-2281     => surfaceflinger           
 333.135529      inaro.wallpaper-2281     => surfaceflinger           
 333.151672      inaro.wallpaper-2281     => surfaceflinger           
 333.162750      inaro.wallpaper-2281     => surfaceflinger           
 333.179657      inaro.wallpaper-2281     => surfaceflinger           
 333.190613      inaro.wallpaper-2281     => surfaceflinger           
 333.210449      inaro.wallpaper-2281     => surfaceflinger           
 333.221497      inaro.wallpaper-2281     => surfaceflinger           
 333.237671      inaro.wallpaper-2281     => surfaceflinger           
 333.248718      inaro.wallpaper-2281     => surfaceflinger           
 333.264740      inaro.wallpaper-2281     => surfaceflinger           
 333.275696      inaro.wallpaper-2281     => surfaceflinger           
 333.301819      inaro.wallpaper-2281     => surfaceflinger           
 333.312775      inaro.wallpaper-2281     => surfaceflinger           
 333.330536      inaro.wallpaper-2281     => surfaceflinger           
 333.341522      inaro.wallpaper-2281     => surfaceflinger           
 333.359283      inaro.wallpaper-2281     => surfaceflinger           
 333.370270      inaro.wallpaper-2281     => surfaceflinger           
 333.386810      inaro.wallpaper-2281     => surfaceflinger           
 333.397278      inaro.wallpaper-2281     => surfaceflinger           
 333.413025      inaro.wallpaper-2281     => surfaceflinger           
 333.423553      inaro.wallpaper-2281     => surfaceflinger           
 334.488403      inaro.wallpaper-2281     => surfaceflinger           
 334.498199      inaro.wallpaper-2281     => surfaceflinger           
 334.513733      inaro.wallpaper-2281     => surfaceflinger           
 334.523590      inaro.wallpaper-2281     => surfaceflinger           
 334.539368      inaro.wallpaper-2281     => surfaceflinger           
 334.549133      inaro.wallpaper-2281     => surfaceflinger           
 334.564911      inaro.wallpaper-2281     => surfaceflinger           
 334.574677      inaro.wallpaper-2281     => surfaceflinger           
 334.590637      inaro.wallpaper-2281     => surfaceflinger           
 334.600433      inaro.wallpaper-2281     => surfaceflinger           
 334.616119      inaro.wallpaper-2281     => surfaceflinger           
 334.626007      inaro.wallpaper-2281     => surfaceflinger           
 334.641754      inaro.wallpaper-2281     => surfaceflinger           
 334.651672      inaro.wallpaper-2281     => surfaceflinger           
 334.670807      inaro.wallpaper-2281     => surfaceflinger           
 334.680786      inaro.wallpaper-2281     => surfaceflinger           
 334.696625      inaro.wallpaper-2281     => surfaceflinger           
 334.706635      inaro.wallpaper-2281     => surfaceflinger           
 334.725647      inaro.wallpaper-2281     => surfaceflinger           
 334.735718      inaro.wallpaper-2281     => surfaceflinger           
 334.751678      inaro.wallpaper-2281     => surfaceflinger           
 334.761871      inaro.wallpaper-2281     => surfaceflinger           
 334.778046      inaro.wallpaper-2281     => surfaceflinger           
 334.788147      inaro.wallpaper-2281     => surfaceflinger           
 334.803894      inaro.wallpaper-2281     => surfaceflinger           
 334.814087      inaro.wallpaper-2281     => surfaceflinger           
 334.829712      inaro.wallpaper-2281     => surfaceflinger           
 334.839844      inaro.wallpaper-2281     => surfaceflinger           
 334.858948      inaro.wallpaper-2281     => surfaceflinger           
 334.869293      inaro.wallpaper-2281     => surfaceflinger           
 334.884979      inaro.wallpaper-2281     => surfaceflinger           
 334.895081      inaro.wallpaper-2281     => surfaceflinger           
 334.914337      inaro.wallpaper-2281     => surfaceflinger           
 334.924561      inaro.wallpaper-2281     => surfaceflinger           
 334.940643      inaro.wallpaper-2281     => surfaceflinger           
 334.951294      inaro.wallpaper-2281     => surfaceflinger           
 334.967194      inaro.wallpaper-2281     => surfaceflinger           
 334.977539      inaro.wallpaper-2281     => surfaceflinger           
 334.993164      inaro.wallpaper-2281     => surfaceflinger           
 335.003479      inaro.wallpaper-2281     => surfaceflinger           
 335.022675      inaro.wallpaper-2281     => surfaceflinger           
 335.033203      inaro.wallpaper-2281     => surfaceflinger           
 335.046844      inaro.wallpaper-2281     => surfaceflinger           
 335.057526      inaro.wallpaper-2281     => surfaceflinger           
 335.073944      inaro.wallpaper-2281     => surfaceflinger           
 335.084534      inaro.wallpaper-2281     => surfaceflinger           
 335.096741      inaro.wallpaper-2281     => surfaceflinger           
 335.107269      inaro.wallpaper-2281     => surfaceflinger           
 335.124451      inaro.wallpaper-2281     => surfaceflinger           
 335.134949      inaro.wallpaper-2281     => surfaceflinger           
 335.149353      inaro.wallpaper-2281     => surfaceflinger           
 335.159760      inaro.wallpaper-2281     => surfaceflinger           
 335.179016      inaro.wallpaper-2281     => surfaceflinger           
 335.189453      inaro.wallpaper-2281     => surfaceflinger           
 335.205139      inaro.wallpaper-2281     => surfaceflinger           
 335.215973      inaro.wallpaper-2281     => surfaceflinger           
 335.235321      inaro.wallpaper-2281     => surfaceflinger           
 335.245758      inaro.wallpaper-2281     => surfaceflinger           
 335.264771      inaro.wallpaper-2281     => surfaceflinger           
 335.275299      inaro.wallpaper-2281     => surfaceflinger           
 335.289215      inaro.wallpaper-2281     => surfaceflinger           
 335.299591      inaro.wallpaper-2281     => surfaceflinger           
 335.315704      inaro.wallpaper-2281     => surfaceflinger           
 335.326111      inaro.wallpaper-2281     => surfaceflinger           
 335.339081      inaro.wallpaper-2281     => surfaceflinger           
 335.349457      inaro.wallpaper-2281     => surfaceflinger           
 335.365143      inaro.wallpaper-2281     => surfaceflinger           
 335.375671      inaro.wallpaper-2281     => surfaceflinger           
 335.391571      inaro.wallpaper-2281     => surfaceflinger           
 335.402008      inaro.wallpaper-2281     => surfaceflinger           
 335.421021      inaro.wallpaper-2281     => surfaceflinger           
 335.431732      inaro.wallpaper-2281     => surfaceflinger           
 335.447510      inaro.wallpaper-2281     => surfaceflinger           
 335.458313      inaro.wallpaper-2281     => surfaceflinger           
 335.474274      inaro.wallpaper-2281     => surfaceflinger           
 335.484680      inaro.wallpaper-2281     => surfaceflinger           
 335.500488      inaro.wallpaper-2281     => surfaceflinger           
 335.510864      inaro.wallpaper-2281     => surfaceflinger           
 335.527008      inaro.wallpaper-2281     => surfaceflinger           
 335.537445      inaro.wallpaper-2281     => surfaceflinger           
 336.563293      inaro.wallpaper-2281     => surfaceflinger           
 336.573090      inaro.wallpaper-2281     => surfaceflinger           
 336.591888      inaro.wallpaper-2281     => surfaceflinger           
 336.601746      inaro.wallpaper-2281     => surfaceflinger           
 336.617706      inaro.wallpaper-2281     => surfaceflinger           
 336.627716      inaro.wallpaper-2281     => surfaceflinger           
 336.643616      inaro.wallpaper-2281     => surfaceflinger           
 336.653442      inaro.wallpaper-2281     => surfaceflinger           
 336.672638      inaro.wallpaper-2281     => surfaceflinger           
 336.682404      inaro.wallpaper-2281     => surfaceflinger           
 336.699005      inaro.wallpaper-2281     => surfaceflinger           
 336.708893      inaro.wallpaper-2281     => surfaceflinger           
 336.722778      inaro.wallpaper-2281     => surfaceflinger           
 336.732819      inaro.wallpaper-2281     => surfaceflinger           
 336.745331      inaro.wallpaper-2281     => surfaceflinger           
 336.755188      inaro.wallpaper-2281     => surfaceflinger           
 336.771057      inaro.wallpaper-2281     => surfaceflinger           
 336.781036      inaro.wallpaper-2281     => surfaceflinger           
 336.796906      inaro.wallpaper-2281     => surfaceflinger           
 336.806915      inaro.wallpaper-2281     => surfaceflinger           
 336.822632      inaro.wallpaper-2281     => surfaceflinger           
 336.832733      inaro.wallpaper-2281     => surfaceflinger           
 336.851837      inaro.wallpaper-2281     => surfaceflinger           
 336.861877      inaro.wallpaper-2281     => surfaceflinger           
 336.877747      inaro.wallpaper-2281     => surfaceflinger           
 336.887787      inaro.wallpaper-2281     => surfaceflinger           
 336.907013      inaro.wallpaper-2281     => surfaceflinger           
 336.917053      inaro.wallpaper-2281     => surfaceflinger           
 336.933594      inaro.wallpaper-2281     => surfaceflinger           
 336.943665      inaro.wallpaper-2281     => surfaceflinger           
 336.959381      inaro.wallpaper-2281     => surfaceflinger           
 336.969635      inaro.wallpaper-2281     => surfaceflinger           
 336.983276      inaro.wallpaper-2281     => surfaceflinger           
 336.993622      inaro.wallpaper-2281     => surfaceflinger           
 337.009277      inaro.wallpaper-2281     => surfaceflinger           
 337.019562      inaro.wallpaper-2281     => surfaceflinger           
 337.038757      inaro.wallpaper-2281     => surfaceflinger           
 337.049438      inaro.wallpaper-2281     => surfaceflinger           
 337.065308      inaro.wallpaper-2281     => surfaceflinger           
 337.075806      inaro.wallpaper-2281     => surfaceflinger           
 337.088867      inaro.wallpaper-2281     => surfaceflinger           
 337.099213      inaro.wallpaper-2281     => surfaceflinger           
 337.110687      inaro.wallpaper-2281     => surfaceflinger           
 337.121063      inaro.wallpaper-2281     => surfaceflinger           
 337.140259      inaro.wallpaper-2281     => surfaceflinger           
 337.150818      inaro.wallpaper-2281     => surfaceflinger           
 337.166687      inaro.wallpaper-2281     => surfaceflinger           
 337.176971      inaro.wallpaper-2281     => surfaceflinger           
 337.190033      inaro.wallpaper-2281     => surfaceflinger           
 337.200500      inaro.wallpaper-2281     => surfaceflinger           
 337.211700      inaro.wallpaper-2281     => surfaceflinger           
 337.222046      inaro.wallpaper-2281     => surfaceflinger           
 337.241241      inaro.wallpaper-2281     => surfaceflinger           
 337.251831      inaro.wallpaper-2281     => surfaceflinger           
 337.264954      inaro.wallpaper-2281     => surfaceflinger           
 337.275604      inaro.wallpaper-2281     => surfaceflinger           
 337.291504      inaro.wallpaper-2281     => surfaceflinger           
 337.301941      inaro.wallpaper-2281     => surfaceflinger           
 337.313171      inaro.wallpaper-2281     => surfaceflinger           
 337.323639      inaro.wallpaper-2281     => surfaceflinger           
 337.342773      inaro.wallpaper-2281     => surfaceflinger           
 337.353241      inaro.wallpaper-2281     => surfaceflinger           
 337.367187      inaro.wallpaper-2281     => surfaceflinger           
 337.377686      inaro.wallpaper-2281     => surfaceflinger           
 337.393463      inaro.wallpaper-2281     => surfaceflinger           
 337.403870      inaro.wallpaper-2281     => surfaceflinger           
 337.415588      inaro.wallpaper-2281     => surfaceflinger           
 337.425873      inaro.wallpaper-2281     => surfaceflinger           
 337.444977      inaro.wallpaper-2281     => surfaceflinger           
 337.455658      inaro.wallpaper-2281     => surfaceflinger           
 337.471436      inaro.wallpaper-2281     => surfaceflinger           
 337.481873      inaro.wallpaper-2281     => surfaceflinger           
 337.495422      inaro.wallpaper-2281     => surfaceflinger           
 337.505859      inaro.wallpaper-2281     => surfaceflinger           
 337.518158      inaro.wallpaper-2281     => surfaceflinger           
 337.528564      inaro.wallpaper-2281     => surfaceflinger           
 337.545166      inaro.wallpaper-2281     => surfaceflinger           
 337.555573      inaro.wallpaper-2281     => surfaceflinger           
 337.571320      inaro.wallpaper-2281     => surfaceflinger           
 337.581726      inaro.wallpaper-2281     => surfaceflinger           
